,Count,News Agency,Compound Score,Positive Score,Negative Score,Neutral Score,Status Tweet
157,57,@CBS,0.0,0.0,0.0,1.0,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY"
158,58,@CBS,-0.3595,0.0,0.128,0.872,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df
159,59,@CBS,0.6239,0.45,0.0,0.55,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars
160,60,@CBS,0.0,0.0,0.0,1.0,The stage is 🔥🔥 #BrunoMars https://t.co/nykrDH46Bs
161,61,@CBS,0.5542,0.204,0.0,0.796,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG
162,62,@CBS,0.0,0.0,0.0,1.0,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv
163,63,@CBS,0.0,0.0,0.0,1.0,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars
164,64,@CBS,0.0,0.0,0.0,1.0,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars"
165,65,@CBS,0.7482,0.434,0.0,0.566,RT @BrunoMars: We love you MARY!!!! ❤️ #BrunosTvSpecial
166,66,@CBS,0.8513,0.542,0.0,0.458,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!
167,67,@CBS,0.7232,0.302,0.0,0.698,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864
168,68,@CBS,0.0,0.0,0.0,1.0,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL"
169,69,@CBS,0.8979,0.394,0.049,0.557,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest
170,70,@CBS,0.0,0.0,0.0,1.0,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars
171,71,@CBS,0.6988,0.452,0.0,0.548,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH
172,72,@CBS,0.0,0.0,0.0,1.0,RT @BrunoMars: POP POP!!💥💥 everyone tweet #BrunosTvSpecial! We on!!!! 🍾
173,73,@CBS,0.7067,0.246,0.0,0.754,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…
174,74,@CBS,0.0,0.0,0.0,1.0,RT @asbstar30: BRUNO #BrunoMars
175,75,@CBS,0.0,0.0,0.0,1.0,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj"
176,76,@CBS,0.6514,0.158,0.0,0.842,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM"
177,77,@CBS,0.1139,0.064,0.0,0.936,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9
178,78,@CBS,0.6825,0.228,0.0,0.772,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ
179,79,@CBS,0.5826,0.152,0.0,0.848,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…
180,80,@CBS,0.0,0.0,0.0,1.0,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…
181,81,@CBS,0.0,0.0,0.0,1.0,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…
182,82,@CBS,0.0,0.0,0.0,1.0,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW
183,83,@CBS,0.0,0.0,0.0,1.0,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU
184,84,@CBS,0.4559,0.142,0.0,0.858,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…
185,85,@CBS,0.0,0.0,0.0,1.0,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS
186,86,@CBS,0.6124,0.2,0.0,0.8,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r
187,87,@CBS,0.4926,0.158,0.0,0.842,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai"
188,88,@CBS,0.6696,0.191,0.0,0.809,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b
189,89,@CBS,0.6696,0.183,0.0,0.817,"From the sky-high heels to the jaw-dropping wings, these outfits are fashion goals! See all the best looks from the… https://t.co/GnyZ8NnBYH"
190,90,@CBS,0.4201,0.158,0.087,0.754,Missed the world’s most celebrated fashion show? Catch up on your own time and watch the entire 2017 Victoria's Sec… https://t.co/9OuYvHItzh
191,91,@CBS,0.5826,0.152,0.0,0.848,"RT @VictoriasSecret: That’s a wrap on the 2017 #VSFashionShow!! BIG thanks to the Angels, the people of Shanghai &amp; YOU for watching! https:…"
192,92,@CBS,0.5106,0.249,0.0,0.751,Want to relive all of your favorite #VSFashionShow runway moments?  @GIPHY has you covered. https://t.co/mgfziAQR4c
193,93,@CBS,0.9476,0.449,0.0,0.551,"RT @vannalovescats: Another successful show. I’m so proud of all of the beautiful ladies, they all did amazing. The musical guests were FAN…"
194,94,@CBS,0.6289,0.371,0.0,0.629,55 Models. 88 Looks. 1 FABULOUS Night. #VSFashionShow https://t.co/TmYqRjDRE5
195,95,@CBS,0.0,0.0,0.0,1.0,Two. Million. Dollar. Bra. 😮  #VSFashionShow https://t.co/4dp7RbMHlp
196,96,@CBS,-0.5904,0.0,0.258,0.742,RT @exclvdes: HARRY SINGING ANGEL FOR THE ANGELS HAS ME CRYING #VSFashionShow
197,97,@CBS,0.4939,0.225,0.0,0.775,RT @victoriaa_POW: how does one become a vs angel overnight......asking for a friend #vsfashionshow
198,98,@CBS,0.0,0.0,0.0,1.0,RT @MzShortNSweet_: Guys it's almost done... I can not😩💆🏾💖💕😘✨ #VSFashionShow
199,99,@CBS,0.0,0.0,0.0,1.0,Absolute goddess. #VSFashionShow https://t.co/cSCwwFltQW
200,0,@CNN,-0.3818,0.069,0.147,0.784,"Larry Nassar, the former USA Gymnastics doctor who admitted to sexually abusing underage girls, has been sentenced… https://t.co/ybnYj5BEKU"
201,1,@CNN,0.2263,0.095,0.0,0.905,President Trump will undergo a physical examination early next year and allow doctors to release details of his med… https://t.co/ZB8W7Kmh7F
202,2,@CNN,-0.4215,0.0,0.128,0.872,Singapore Airlines changed a flight route between Asia and the US earlier this year because of fears over North Kor… https://t.co/JQ4OcaqMJr
203,3,@CNN,-0.6705,0.0,0.191,0.809,He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story. #BeneathTheSkin… https://t.co/w7OAWo1MAK
204,4,@CNN,-0.5994,0.0,0.197,0.803,"To combat drug use, this gas station is installing blue lighting that makes it difficult for addicts to see their v… https://t.co/9hDGEOd0kl"
205,5,@CNN,-0.296,0.0,0.115,0.885,The US Air Force is developing a weapon that could potentially be used to disable North Korean missiles… https://t.co/lFN7EsA7rd
206,6,@CNN,0.0,0.0,0.0,1.0,"A man walking his dog on a British Columbia beach found a foot in a shoe, along with part of a leg. It's the 13th f… https://t.co/JCo4e9vIV2"
207,7,@CNN,-0.34,0.0,0.124,0.876,“Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels a… https://t.co/EXCOg1AGC0
208,8,@CNN,0.0,0.0,0.0,1.0,"RT @cnnbrk: Several people threw burning objects at a synagogue in Gothenburg, Sweden, late Saturday, police said. The incident is under in…"
209,9,@CNN,-0.4391,0.0,0.145,0.855,"From movie star to entrepreneur – Jessica Alba tells @PoppyHarlowCNN that she ""was always very uncomfortable with t… https://t.co/JPAuZnk1uB"
210,10,@CNN,0.0,0.0,0.0,1.0,President Trump has recorded a robocall for Alabama Senate candidate Roy Moore https://t.co/iA6SuCAJja https://t.co/j9wAe4M9kU
211,11,@CNN,-0.34,0.0,0.255,0.745,A warning about bitcoin's wild price swings https://t.co/lKHhSYmbE5 https://t.co/NDe6Z1JyWS
212,12,@CNN,-0.4939,0.0,0.198,0.802,A black market for fish bladders in China destroyed a porpoise in Mexico #vaquita https://t.co/sHCT2utmU7 https://t.co/oGsNX2yK8T
213,13,@CNN,0.0,0.0,0.0,1.0,Interior Secretary Ryan Zinke calls reports on helicopter use a 'wild departure from reality'… https://t.co/0GSHDxzxjZ
214,14,@CNN,0.2023,0.114,0.0,0.886,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/zENswx0h7Z
215,15,@CNN,-0.765,0.0,0.485,0.515,Uber moves to settle rape victim's lawsuit https://t.co/kUaz3tk8DA https://t.co/dk7CXJgpyf
216,16,@CNN,0.0,0.0,0.0,1.0,These are the most eye-catching photos from 2017 https://t.co/Zu9dJD8yMz https://t.co/08tf7wW6hf
217,17,@CNN,0.0,0.0,0.0,1.0,How much is the GOP willing to sacrifice for a Senate seat? https://t.co/v30F2fdSTQ (via @CNNOpinion) https://t.co/ird0EQXlj8
218,18,@CNN,0.296,0.104,0.0,0.896,"On the surface, these two students share a lot of similarities. But one big thing sets them apart: their citizenshi… https://t.co/fHKxZsy1ns"
219,19,@CNN,0.0,0.0,0.0,1.0,3-D printing braces up sea turtle with gap in its shell https://t.co/N8aEtUGoLx https://t.co/y8ayTfqGTo
220,20,@CNN,-0.6705,0.0,0.191,0.809,He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story. #BeneathTheSkin… https://t.co/YMtSoWI9Te
221,21,@CNN,0.7579,0.333,0.0,0.667,“Everyone pretty much thought I was nuts.” - Jessica Alba on founding The Honest Company https://t.co/BNOiYb2oOg… https://t.co/rHYVH6CbMz
222,22,@CNN,0.0,0.0,0.0,1.0,Renowned appeals court judge facing claims of inappropriate sexual conduct https://t.co/7WqfbNnU4K https://t.co/plPS2ki3Jc
223,23,@CNN,0.3818,0.148,0.0,0.852,The Mexican government closed the ocean for business to protect this dying mammal #vaquita https://t.co/pMvYj3ETkL https://t.co/tWKIGM87H3
224,24,@CNN,-0.85,0.088,0.347,0.565,Leslie Morissette's son died of leukemia at the age of 8 but she channeled her grief into helping other sick kids t… https://t.co/WbjNycA7cr
225,25,@CNN,-0.3612,0.0,0.2,0.8,President Trump escalates 'rigged system' rhetoric amid Russia probe https://t.co/at1nudYImF https://t.co/SXBiDXB9pN
226,26,@CNN,-0.2023,0.0,0.13,0.87,President Trump stays on message during controversial civil rights museum visit https://t.co/esLUunzXoz https://t.co/hghQlmqTKG
227,27,@CNN,-0.3818,0.0,0.167,0.833,It's not just spraying water. This is how the pros fight wildfires. https://t.co/lbBPmQM54O https://t.co/5iRuS71rVc
228,28,@CNN,0.0,0.0,0.0,1.0,A snowstorm in the US has marched north after blanketing much of the Southeast https://t.co/3PEBTx2vYZ https://t.co/oTAZCFR2xI
229,29,@CNN,0.0,0.0,0.0,1.0,President Trump's 41 most eye-popping lines from his speech at a Roy Moore rally in Florida https://t.co/PDADngkh62… https://t.co/WLN8QKy08I
230,30,@CNN,0.0,0.0,0.0,1.0,This is what University of Alabama football coach Nick Saban could do about Senate candidate Roy Moore… https://t.co/uqswT0T1xY
231,31,@CNN,0.0,0.0,0.0,1.0,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/NqQxYWoYWc (via @CNNOpinion) https://t.co/VRUpXzu5PQ"
232,32,@CNN,0.0,0.0,0.0,1.0,President Trump speaks at the opening of the Mississippi Civil Rights Museum. Some civil rights and community leade… https://t.co/hGZL3wOiZZ
233,33,@CNN,0.4019,0.144,0.0,0.856,RT @CNN: A special election has been set for Michigan Democratic Rep. John Conyers' vacated seat https://t.co/entiXqcU26 https://t.co/WBU4b…
234,34,@CNN,0.4019,0.162,0.0,0.838,A special election has been set for Michigan Democratic Rep. John Conyers' vacated seat https://t.co/entiXqcU26 https://t.co/WBU4bdSxKq
235,35,@CNN,-0.4019,0.0,0.231,0.769,"Israel airstrikes, Gaza rockets amid tensions over Jerusalem https://t.co/Bqm8klgieb https://t.co/3To4vEG0E8"
236,36,@CNN,0.0,0.0,0.0,1.0,Los Angeles Mayor Eric Garcetti has hinted at a possible run for president in 2020 https://t.co/CTKo5T0B2H https://t.co/3IzIMPHw5z
237,37,@CNN,0.0,0.0,0.0,1.0,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/ye6JsCjzXn"
238,38,@CNN,-0.4767,0.0,0.237,0.763,How tax reform could make housing affordability even worse https://t.co/1Ta8yqRLzP https://t.co/JsyhvTG4S7
239,39,@CNN,0.0,0.0,0.0,1.0,"Roy Moore accuser acknowledges she added notes to Moore's inscription on her 1977 yearbook, but maintains that the… https://t.co/nmouAMB0mY"
240,40,@CNN,0.0,0.0,0.0,1.0,The dark side of Obamacare coverage https://t.co/9xQu9ALEF0 https://t.co/NAgZfPTOiR
241,41,@CNN,0.4019,0.137,0.0,0.863,These 5 key questions will decide the Alabama Senate special election between Republican Roy Moore and Democrat Dou… https://t.co/UKTeQ9mHmJ
242,42,@CNN,0.0,0.0,0.0,1.0,"""Jumanji"" draws new players into the game https://t.co/cZpV8ejI7W https://t.co/5yrfrgsKA6"
243,43,@CNN,0.2263,0.101,0.0,0.899,"When it comes to the economy, President Trump needs to get his statistics straight, writes Keith Boykin… https://t.co/Exvm18FAko"
244,44,@CNN,0.0,0.0,0.0,1.0,Iraq's military says it has fully liberated the nation from ISIS and retaken full control of the Iraqi-Syrian borde… https://t.co/wwteF2TnlN
245,45,@CNN,-0.85,0.088,0.347,0.565,Leslie Morissette's son died of leukemia at the age of 8 but she channeled her grief into helping other sick kids t… https://t.co/9brN5v9CFM
246,46,@CNN,-0.4767,0.0,0.272,0.728,How demand for this black-market commodity threatens a small Mexican porpoise. #vaquita https://t.co/wslT2oxohT https://t.co/UlNXIf2tRo
247,47,@CNN,-0.4939,0.08,0.156,0.764,People can lie. But the case files may provide clues that will lead to the truth about this teen who was killed by… https://t.co/rcmzimBu9C
248,48,@CNN,-0.5994,0.0,0.178,0.822,The first wild fire-related death has been confirmed in Southern California after a woman's body was found at a cra… https://t.co/29M1qTrHM9
249,49,@CNN,0.807,0.399,0.0,0.601,The most popular GIF of 2017 actually perfectly sums up 2017 https://t.co/ngtOKjn7VU https://t.co/2gygUJbqer
250,50,@CNN,-0.7579,0.0,0.419,0.581,Russia ban adds to South Korea's Winter Olympics woes https://t.co/B5piqvORVx https://t.co/fue9O3N7UL
251,51,@CNN,0.0,0.0,0.0,1.0,"The world's biggest Starbucks store has been dubbed as the ""first fully immersive coffee wonderland in China""… https://t.co/TQs65nSIJu"
252,52,@CNN,-0.4939,0.0,0.138,0.862,"In fear for his life, a police officer shoots an armed black teen. At least, that’s one version of
the story.… https://t.co/UzrBj5g5HB"
253,53,@CNN,0.34,0.138,0.0,0.862,Japan Airlines invests $10 million into a Denver-based startup that wants to revive supersonic air travel… https://t.co/CGr5jqfEm6
254,54,@CNN,0.0,0.0,0.0,1.0,Pizza Hut is testing beer and wine delivery https://t.co/W5Bq4KxcY9 https://t.co/4k49Rwwsr4
255,55,@CNN,0.296,0.167,0.0,0.833,"The UK and the European Union reached a significant milestone in their pursuit of a Brexit deal, breaking a deadloc… https://t.co/FfH4Qn0wxt"
256,56,@CNN,-0.6597,0.0,0.188,0.812,The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/j5p5p52aT5
257,57,@CNN,-0.34,0.0,0.124,0.876,“Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels a… https://t.co/IjakHYflAp
258,58,@CNN,0.4939,0.186,0.0,0.814,"If President Trump wants to save Christmas, he might start with the trees https://t.co/yG6NFZEcbq https://t.co/k1FA3h4EXc"
259,59,@CNN,0.0,0.0,0.0,1.0,Is this the world's longest-lasting rainbow? It was reportedly on display for nine hours https://t.co/u7OYCB9j2F https://t.co/NyBysMaze6
260,60,@CNN,0.0,0.0,0.0,1.0,This couple plans to get married in every country that recognizes same-sex marriage. They've been married in four c… https://t.co/ckmnrWOpWe
261,61,@CNN,0.1779,0.116,0.0,0.884,The Amazon Prime Video streaming app is now available for Apple TV https://t.co/0m9NlMkLQP https://t.co/3rXEkNOkcJ
262,62,@CNN,0.0516,0.062,0.0,0.938,Driver captures dramatic footage showing just how close the massive wildfire in California is to a major freeway in… https://t.co/Hzjt268Nf3
263,63,@CNN,0.0,0.0,0.0,1.0,Instagram is testing a standalone messaging app called Direct https://t.co/4xFA8jtfHv https://t.co/aX2ZhrMBbC
264,64,@CNN,0.4939,0.151,0.0,0.849,"Conservation efforts to save the flightless kiwi bird have paid off, with two species upgraded from ""endangered"" to… https://t.co/BtZohyI42P"
265,65,@CNN,-0.296,0.0,0.115,0.885,The US Air Force is developing a weapon that could potentially be used to disable North Korean missiles… https://t.co/gg06dAlMCG
266,66,@CNN,0.0,0.0,0.0,1.0,The fallout from American Airlines' pilot scheduling glitch could cost the company $10 million… https://t.co/0vv5A08x5n
267,67,@CNN,0.0,0.0,0.0,1.0,The Trump administration and State Department continue to grapple with vacancies across its senior ranks. Dozens of… https://t.co/dHji7xxYZU
268,68,@CNN,0.34,0.112,0.0,0.888,"Chipotle is literally giving away queso. The catch? It's on December 12, and you'll have to wear a ""cheesy"" sweater… https://t.co/o4yT0qVXjA"
269,69,@CNN,0.0,0.0,0.0,1.0,"A new survey shows that 42% of parents would consider sending their kids abroad for college, up from 35% in 2016… https://t.co/p8NAF2slMw"
270,70,@CNN,0.4019,0.114,0.0,0.886,"Most US airlines are set to limit the use of ""smart luggage"" over concerns about batteries inside -- which can't be… https://t.co/10dS23EARw"
271,71,@CNN,0.3818,0.167,0.0,0.833,"An Iranian-Turkish gold trader admitted in a US court that he made ""maybe $150 million"" by helping Iran dodge inter… https://t.co/Rg7lWv2FO5"
272,72,@CNN,-0.6124,0.0,0.227,0.773,"The arrests of 8 Baltimore police officers on racketeering charges earlier this year may affect more than 2,000 cri… https://t.co/Daifvmyn0L"
273,73,@CNN,-0.4215,0.0,0.128,0.872,Singapore Airlines changed a flight route between Asia and the US earlier this year because of fears over North Kor… https://t.co/WxbGL2mJsN
274,74,@CNN,0.2023,0.114,0.0,0.886,Here's why Taylor Swift is on Time magazine's Person of the Year cover https://t.co/VH82LnvWZN https://t.co/i5mhoJwTEJ
275,75,@CNN,0.0,0.0,0.0,1.0,"The bladder of this fish can fetch up to $250,000 on the black market. #vaquita https://t.co/ghZDxsv5IJ https://t.co/vcVtlV4WuR"
276,76,@CNN,0.0,0.0,0.0,1.0,"We all tend to change our voices when talking to babies, but those changes can also vary across cultures. Here's ho… https://t.co/AlhgjOIJeW"
277,77,@CNN,0.6369,0.245,0.0,0.755,The Trump administration has abruptly canceled plans to shift dedicated funding away from a program helping the mos… https://t.co/7znX80yo2S
278,78,@CNN,0.7506,0.331,0.159,0.51,"Bankrupt Toys ""R"" Us wins approval to pay $16 million in executive bonuses if the company hits financial targets fo… https://t.co/C3yPFuRhtF"
279,79,@CNN,0.128,0.158,0.137,0.705,"In a win for Google, a California judge has rejected a class action claim against the company for alleged gender in… https://t.co/ynW0nkudEE"
280,80,@CNN,0.3612,0.172,0.0,0.828,This is what California’s wildfires look like 438 miles above Earth https://t.co/GGjl3sndvJ https://t.co/3kXt1JLbnx
281,81,@CNN,0.0,0.0,0.0,1.0,A spokeswoman for Roy Moore's Senate campaign compared the claims that women have made against the Alabama Republic… https://t.co/TBnfa9QJCT
282,82,@CNN,0.2263,0.106,0.0,0.894,The US military is concerned that actions of Russian aircraft could potentially spark a clash over Syria… https://t.co/ijK0n9sqPz
283,83,@CNN,0.4019,0.137,0.0,0.863,Anheuser-Busch is getting Tesla's trucking party started with an order for 40 of its new electric semi-trucks… https://t.co/0e0D4YplUd
284,84,@CNN,0.5719,0.299,0.095,0.606,A divided Supreme Court agreed 5-4 to temporarily freeze a lower court order requiring the government to turn over… https://t.co/AruhUiYad5
285,85,@CNN,-0.5994,0.0,0.197,0.803,"To combat drug use, this gas station is installing blue lighting that makes it difficult for addicts to see their v… https://t.co/O23ocK1Wtl"
286,86,@CNN,0.0,0.0,0.0,1.0,"NAACP President Derrick Johnson says he will not be at the opening of the Mississippi Civil Rights museum, citing P… https://t.co/dyEhp4ciid"
287,87,@CNN,0.7269,0.337,0.0,0.663,This man braved the California wildfires to save a rabbit from the flames https://t.co/ejTYAI8gkR https://t.co/iTzjq5mjmK
288,88,@CNN,0.0,0.0,0.0,1.0,"A federal appeals court ruled that the confession given by Brendan Dassey, a key figure in the Netflix ""Making a Mu… https://t.co/6UZ87BOs69"
289,89,@CNN,0.0,0.0,0.0,1.0,A Democratic senator is calling for the investigation into Interior Secretary Ryan Zinke's travel to include his us… https://t.co/G2T9SapoTh
290,90,@CNN,0.1027,0.159,0.135,0.706,Alabama voters struggle with the question of whether to support Roy Moore https://t.co/fWv3Nn9UWz https://t.co/lDFFqG21xV
291,91,@CNN,0.1779,0.116,0.0,0.884,A hedge fund manager says President Trump asked him if Amazon is a monopoly https://t.co/ZLURhQwYpU https://t.co/5XMc96R86U
292,92,@CNN,0.0,0.0,0.0,1.0,"Americans are commuting longer, paying more for rent and speaking less English at home, according to new data from… https://t.co/KA6m5KJBgd"
293,93,@CNN,-0.0516,0.12,0.13,0.75,"For the first time, Japan will buy long-range missiles to counter ""increasingly severe"" national security situation… https://t.co/zIb4ZvbKhO"
294,94,@CNN,0.0,0.0,0.0,1.0,Dubai has big plans to revolutionize how we travel https://t.co/71HjJAZMiS https://t.co/TnJbGCinSZ
295,95,@CNN,0.0258,0.102,0.098,0.8,The head of a prominent conservative group was present last week when a woman who has accused Rep. Trent Franks of… https://t.co/9HPflEzAHM
296,96,@CNN,0.4019,0.119,0.0,0.881,"President Trump urged Alabama voters to ""get out and vote for Roy Moore"" in Tuesday's Senate special election as he… https://t.co/ZSh0S0pXwF"
297,97,@CNN,0.0,0.0,0.0,1.0,"Roy Moore, Jerusalem and LGBT rights: Why is religion so divisive? https://t.co/r8GUpvLLOG https://t.co/KuvkSOFO03"
298,98,@CNN,0.0,0.0,0.0,1.0,The #metoo movement comes to Washington | Analysis by @CillizzaCNN https://t.co/8bjuGlOhZs https://t.co/mCwBVO6624
299,99,@CNN,0.4019,0.153,0.0,0.847,A CNN special report: “The Mystery of Michael Flynn” starts now. Watch on CNN or https://t.co/UYpqI3w42L https://t.co/7z1sxduj7K
300,0,@Fox,0.7086,0.237,0.054,0.71,RT @scribblingfox: QUICK BEAUTY TIP FOR LADIES: Decrease fine lines and under eye bags by not doing emotional labor for men today.
301,1,@Fox,0.6808,0.211,0.0,0.789,"RT @Una: Observations of my friends interviewing w/multiple offers:

Men be like: ""I got X offer from Y company, and I'm going to need you…"
302,2,@Fox,0.7569,0.619,0.0,0.381,@cesidio thank you! That’s very kind 😊
303,3,@Fox,0.0,0.0,0.0,1.0,RT @EricaJoy: We have not been silent. You have not been listening.
304,4,@Fox,0.0,0.0,0.0,1.0,"RT @marazepeda: Patreon has raised $100MM
Kickstarter has raised $10MM
The Business Model is The Message https://t.co/Kz0k5jI7zY https://t.…"
305,5,@Fox,0.5106,0.13,0.0,0.87,RT @notwaldorf: Hot take: the major difference between junior and senior developers is the confidence that you know where to find the code…
306,6,@Fox,0.7845,0.317,0.0,0.683,"@mikeal Agree. I definitely wouldn’t treat it as a wage. For me, it’s a small payoff for the work I have been doing… https://t.co/lAcuviGh5J"
307,7,@Fox,0.7003,0.296,0.064,0.64,"@mikeal Yeah, I agree it’s tricky, although I find it interesting to see the earnings spread because I did get an i… https://t.co/9mjqzbo0dB"
308,8,@Fox,0.0,0.0,0.0,1.0,"Only 2% of Patreon creators who earn more than the federal minimum wage through the site, according to public earni… https://t.co/IAeu1BxABm"
309,9,@Fox,0.4915,0.181,0.0,0.819,"RT @Sareh88: Communication is more important than the code you write.
Communication is more important than the code you write.
Communicatio…"
310,10,@Fox,-0.5267,0.0,0.152,0.848,@MlleLicious I think I have to scale it back though. My technical career has been neglected for many reasons for to… https://t.co/e268NK1XJe
311,11,@Fox,0.0516,0.124,0.116,0.76,"A few months ago I was energised about a variety of D&amp;I initiatives of mine, now I’m just tired and Patreon is push… https://t.co/L3l8pw6PIv"
312,12,@Fox,0.0,0.0,0.0,1.0,"Daily reminder: overthrow the patriarchy.

😎"
313,13,@Fox,-0.4019,0.0,0.278,0.722,RT @kamilah: He has some damn nerve https://t.co/YjqDBMjIjG
314,14,@Fox,0.0,0.0,0.0,1.0,RT @yassmin_a: I don’t know if it is my place to say this on a day of celebration... but those who enabled the kind of debate we saw should…
315,15,@Fox,0.6588,0.285,0.0,0.715,What a great day—same sex marriage bill passes in Australian parliament! 🏳️‍🌈❤️ https://t.co/O2abqYPwOL
316,16,@Fox,-0.3802,0.0,0.132,0.868,"RT @LailaLalami: Woman reports a predator anonymously.
""Anonymous accusations aren't credible!""
Woman reports under her name.
""She just wan…"
317,17,@Fox,-0.6369,0.0,0.198,0.802,"I too have encountered abusive, harassive CEOs, and the situation was the same—it’d be impossible to report without… https://t.co/I39d3fMbrG"
318,18,@Fox,0.1779,0.131,0.1,0.769,"While I think this is a good thing, I also believe many whistleblowers were missed, especially those in the tech in… https://t.co/xk06TIegU1"
319,19,@Fox,-0.8271,0.0,0.372,0.628,Time person of the year: women blowing the whistle on sexual harassment and abuse. https://t.co/Jw2tIDw3mH
320,20,@Fox,-0.1154,0.184,0.199,0.617,"I don’t know about you, but I’m loving the reckoning abusive white men are facing right now. Their time is over."
321,21,@Fox,0.6124,0.208,0.0,0.792,"RT @kieczkowska: 👋 Dear Twitterverse 👋 
I'm looking for an internship in cyber security or forensics for summer 2018 (am available June, Ju…"
322,22,@Fox,0.4019,0.105,0.0,0.895,"RT @ekp: I've been trying to figure out how to express my support for more activists, and @Luvvie had all the right words https://t.co/zR6T…"
323,23,@Fox,0.0,0.0,0.0,1.0,The silence from @StartupVic only confirms the exclusionary ecosystem of Australian tech community “leaders”. https://t.co/koJDqJSz8Y
324,24,@Fox,0.0,0.0,0.0,1.0,"RT @milanmoffatt: shortest type lesson on the internet: 
✏️ web type should be 60 characters in width max
🔤 a general rule for line-height…"
325,25,@Fox,-0.34,0.075,0.133,0.792,It’s saddening to see such significant fee changes in @patreon. It excludes patrons who are willing or can only aff… https://t.co/6hChADtrLR
326,26,@Fox,-0.34,0.067,0.119,0.815,"RT @ashleyn1cole: The news: Men are starting to fear and question if their every little interaction will be seen as flirting. 
Me: Men are…"
327,27,@Fox,0.6705,0.244,0.0,0.756,"@karlbright naah, I love my cameras. Still use Canon + Fuji XT1 heavily, for “real” photography. I do want the X th… https://t.co/2IF1P3sq3q"
328,28,@Fox,-0.0258,0.103,0.108,0.788,"@cramforce In this particular case, it’s a mixed approach with no transparency with the process that creates a prec… https://t.co/6IkuEkHgR1"
329,29,@Fox,0.7178,0.353,0.0,0.647,"@superhighfives @benschwarz thanks Charlie, so nice of you my wrinkles already grew bigger 😂"
